title,salary,experience,education,skill,city
PHP开发工程师,15000.0,3,大专,4,深圳
软件工程师（图像处理， 机器人视觉 ，计算机视觉）(职位编号：001),15500.0,5,本科,8,成都
测试工程师,17500.0,5,本科,8,深圳
开发运维工程师,12000.0,0,本科,2,上海
物联网专家,22500.0,5,本科,5,上海
数据挖掘工程师,17500.0,3,本科,4,深圳
算法工程师,17500.0,0,硕士,9,上海
高级开发人员（产品开发、RPA相关）,12500.0,3,本科,1,上海
软件测试开发工程师,22500.0,0,本科,9,深圳
底盘工程师（自动驾驶）,15000.0,1,本科,11,深圳
Hadoop开发工程师,15000.0,5,本科,6,上海
自动化测试工程师,20833.0,3,大专,2,深圳
算法开发实习生,5250.0,0,本科,6,上海
算法工程师,22500.0,0,本科,8,上海
创新交易团队-负责人,25000.0,3,硕士,12,上海
系统测试设计岗,14000.0,0,本科,9,深圳
创新交易团队-交易岗,17500.0,1,硕士,12,上海
测试经理,17500.0,3,本科,10,上海
技术总监,35000.0,1,本科,4,上海
数据开发工程师,27500.0,3,本科,7,深圳
系统维护工程师,9000.0,3,大专,2,广州
数据挖掘工程师,14000.0,2,本科,7,上海
系统运维岗（量化交易系统方向）,17500.0,3,本科,11,深圳
IT Systems Engineer,12000.0,0,本科,1,上海
数据产品经理,15000.0,3,大专,15,深圳
Process Engineer/Electronic Engineer,17500.0,5,本科,1,上海
自动化测试工程师,17500.0,1,本科,7,深圳
质量管理岗(职位编号：000631),17500.0,2,本科,9,上海
高级测试工程师,20000.0,5,本科,10,深圳
软件研发经理,16000.0,3,本科,4,上海
机器学习工程师,17500.0,3,本科,10,深圳
ETL工程师 五险一金18181228,7000.0,0,本科,4,上海
云计算运维工程师（产品研发-云计算）,11000.0,2,本科,5,广州
测试经理,17500.0,5,大专,8,深圳
高级应用运维专家,17500.0,5,本科,2,上海
移动应用安全技术岗,17500.0,1,本科,6,深圳
云计算开发工程师（产品研发-云计算）,14000.0,2,本科,5,广州
linux软件工程师（BMC/IPMI）,17500.0,2,大专,7,深圳
Machine Learning Architect,12000.0,2,本科,1,深圳
系统运维岗（PB交易系统方向）,17500.0,3,本科,9,深圳
R&D-产品-嵌入式软件开发,12000.0,0,本科,1,上海
NC服务工程师,9500.0,3,本科,2,深圳
算法工程师（NLP/人力资源方向）,30000.0,3,本科,5,深圳
系统运维岗（托管外包数据处理方向）,17500.0,3,本科,11,深圳
R&D - 研究 - 工业网络,12000.0,0,硕士,2,上海
测试工程师(职位编号：003),9000.0,1,本科,8,深圳
Data Dev Manager,25000.0,5,本科,1,上海
Hadoop工程师,12500.0,0,本科,10,深圳
高级自动化测试工程师,17500.0,3,大专,7,广州
信息安全工程师,12500.0,0,本科,10,无锡
计算机岗（资信评估中心）,10000.0,0,本科,3,北京
DevOps工程师,27500.0,3,本科,8,深圳
BI/ETL工程师,20000.0,3,本科,8,广州
中级运维开发工程师,10000.0,2,本科,6,广州
Python高级开发工程师,22500.0,0,大专,8,北京
运维工程师,14000.0,2,本科,7,广州
互联网应用运维工程师,27500.0,0,本科,7,深圳
客户端开发-2019春招,9000.0,0,本科,4,广州
python开发工程师,22500.0,3,本科,6,深圳
反作弊工程师,32500.0,3,本科,8,广州
物联网云端开发工程师,20000.0,1,本科,6,镇江
HTML5应用开发工程师,27500.0,0,本科,7,深圳
python开发工程师,15000.0,2,本科,6,深圳
C++服务端开发工程师,17500.0,3,大专,8,广州
运维开发工程师,27500.0,0,本科,4,深圳
C++ on Linux 开发工程师,15000.0,3,硕士,12,北京
Python数据工程师,10000.0,1,本科,6,上海
BI数据可视化工程师,9000.0,0,本科,4,成都
云计算研发工程师,20000.0,2,本科,10,北京
测试开发工程师,17500.0,3,本科,12,深圳
高级Python开发工程师,20000.0,3,本科,1,上海
数据分析工程师,9000.0,0,本科,4,成都
00194-测试工程师,8000.0,0,本科,11,上海
信息安全工程师,19000.0,2,本科,10,深圳
Python开发工程师,16000.0,2,本科,2,上海
游戏开发工程师,7000.0,1,本科,9,成都
自动化测试工程师,20000.0,2,本科,11,深圳
实习工程师,5250.0,0,大专,9,深圳
Python开发工程师,12500.0,2,本科,7,上海
中/高级 后台开发工程师,12500.0,3,本科,5,成都
PHP高级开发工程师,12500.0,0,大专,2,广州
策略引擎后台研发工程师,20000.0,2,本科,10,深圳
后台执行程序,12500.0,3,本科,5,成都
游戏数据分析师,7500.0,0,本科,12,广州
数据挖掘工程师（短视频）,20000.0,2,本科,12,深圳
Python后端工程师（Web方向）,30000.0,0,本科,6,上海
游戏开发工程师,9000.0,0,本科,8,成都
BI数据分析师,15000.0,3,本科,7,深圳
新媒体软件工程师,7000.0,0,本科,5,广州
大数据高级工程师,25000.0,3,本科,4,深圳
Python开发工程师,12500.0,3,本科,4,深圳
软件测试工程师,12500.0,2,本科,14,深圳
数据分析师,15000.0,3,本科,1,上海
运维工程师,10000.0,3,大专,2,广州
游戏后台程序开发,13000.0,2,本科,5,成都
Python高级开发工程师,20000.0,3,本科,9,广州
PHP工程师,9000.0,1,大专,7,广州
数据建模,40000.0,5,本科,2,上海
大数据平台高级工程师,16000.0,3,本科,10,上海
AI工程师,27500.0,5,本科,10,广州
风险策略,30000.0,3,本科,11,上海
Python开发工程师,12500.0,2,本科,1,上海
服务器开发及运维,12500.0,3,大专,8,成都
高级QA测试经理,15000.0,3,本科,11,成都
运维工程师,15000.0,2,大专,6,北京
Python高级程序员,20833.0,3,本科,1,上海
后端主程,12500.0,3,大专,8,成都
大数据开发,16000.0,3,大专,3,上海
游戏测试工程师,10500.0,0,本科,9,上海
python/java软件工程师,12500.0,0,本科,13,上海
后端程序员,12500.0,2,大专,8,成都
自动化测试工程师,27500.0,5,本科,7,北京
服务器开发及运维,12500.0,2,大专,8,成都
信息安全运维工程师,9000.0,3,大专,4,佛山
Python开发工程师,9000.0,2,本科,12,上海
Linux嵌入式工程师,10000.0,1,本科,7,上海
高级Java开发工程师（国家实验室）,25000.0,5,本科,3,上海
Python开发工程师,17500.0,2,本科,4,上海
Business Analyst -  Ecommerce,9000.0,1,本科,1,上海
C++开发工程师,9000.0,1,本科,5,深圳
流媒体服务器软件开发工程师,9000.0,1,本科,5,深圳
技术支持工程师,12500.0,0,本科,6,上海
大数据技术经理,25000.0,5,本科,4,广州
PHP/Python ERP软件开发工程师,11000.0,2,大专,4,广州
系统测试工程师,9000.0,2,本科,7,深圳
高级软件工程师,12500.0,3,本科,8,上海
数据挖掘和AI资深工程师-上海,12500.0,0,本科,3,上海
测试工程师,12500.0,3,本科,8,深圳
Python+人工智能讲师,25000.0,3,大专,2,北京
技术支持工程师,9000.0,0,本科,6,广州
软件测试开发工程师-上海,12500.0,3,本科,5,上海
试工程师,12500.0,3,本科,9,深圳
配置管理工程师SCM,14000.0,0,本科,4,上海
运维工程师,12000.0,2,大专,7,上海
Python机器学习、深度学习、强化学习聊天机器人,12000.0,2,本科,7,成都
生物信息分析工程师,9000.0,1,本科,14,北京
深度学习实习生,5000.0,0,本科,5,成都
python开发-自然语言处理方向,11500.0,2,本科,2,成都
系统集成工程师,18000.0,0,本科,5,北京
Web前端开发工程师,12500.0,3,大专,2,上海
校招-Python 开发工程师,17500.0,0,本科,1,上海
大数据开发工程师（高级）,30000.0,3,本科,5,上海
系统运维工程师,17500.0,3,本科,6,上海
技术负责人,27500.0,5,本科,6,广州
测试工程师（Python）,14000.0,3,本科,6,上海
大数据开发工程师（初级）,15000.0,1,本科,4,上海
集成工程师（北京）,15000.0,0,本科,3,北京
Software Engineer (Web Backend),11000.0,0,本科,1,上海
Python开发工程师,15000.0,3,大专,10,深圳
区块链服务器端软件开发工程师,31666.0,1,本科,10,上海
实施工程师（北京）,7500.0,2,本科,11,北京
软件工程师,12000.0,0,本科,9,上海
遥感算法（C/C++、python）气象、生态(职位编号：1),21500.0,2,硕士,1,北京
区块链服务器端软件开发工程师,31666.0,1,本科,10,成都
研究助理,16000.0,0,本科,11,深圳
通信技术工程师,4500.0,1,大专,6,北京
自动化测试（Python linux 功能测试为主）,9000.0,3,本科,6,广州
处理器架构师,31666.0,1,硕士,7,上海
自动化测试工程师,9500.0,1,本科,4,深圳
Java后台开发工程师,9000.0,2,本科,5,广州
深度学习应用算法工程师,31250.0,1,本科,5,上海
自动化测试（web python）,10500.0,5,本科,7,广州
PTAM-高级技术支持经理,24000.0,3,本科,2,北京
数据挖掘工程师,9000.0,0,本科,7,上海
大数据开发工程师,16000.0,5,本科,6,北京
网络研发工程师,22500.0,2,本科,8,上海
软件测试（sql python）,10500.0,3,本科,4,广州
大数据开发工程师,12500.0,1,本科,9,成都
大数据开发工程师（ETL）,17500.0,3,本科,6,北京
人工智能工程师,11666.0,2,硕士,6,广州
自动化测试（python）,9000.0,3,本科,5,广州
大数据讲师,20000.0,0,本科,7,广州
大数据开发工程师（初级）,15000.0,0,本科,5,北京
Linux 技术支持/售后工程师,11500.0,3,大专,8,上海
高级测试工程师,12500.0,2,大专,10,上海
资深图像算法工程师,39583.0,3,硕士,13,上海
高级开发工程师,14583.0,5,本科,1,上海
高级Python开发工程师（产品开发）,22500.0,5,大专,6,上海
AE Intern (应用工程师实习生),7500.0,0,本科,3,上海
软件测试（实习生）,3000.0,0,本科,5,成都
数据分析师,22500.0,5,本科,11,佛山
C++高级软件开发工程师,20000.0,5,本科,4,上海
自动化测试（python linux）,9000.0,3,本科,6,广州
算法工程师,12000.0,0,硕士,7,上海
运维经理,17500.0,5,本科,6,成都
药物设计与分子模拟研究员,19000.0,1,硕士,12,广州
大数据开发工程师（SQL python linux）,14500.0,2,本科,5,广州
研发工程师（ESD）(J11477),15000.0,5,本科,8,北京
Node.js开发工程师,14000.0,3,大专,5,成都
高级自动化测试工程师,13000.0,0,本科,5,成都
大数据测试（SQL python）,10500.0,3,本科,8,广州
Web前端工程师,20000.0,0,本科,1,北京
高级前端工程师,12500.0,0,本科,5,成都
数据分析师,12500.0,3,本科,8,北京
软件测试（python SQL）,10500.0,3,本科,5,广州
高级python开发工程师,21500.0,3,本科,4,上海
System Administrator(Linux),15500.0,0,本科,4,上海
三维特效师,9500.0,0,本科,5,广州
资深前端程序员,20000.0,1,大专,3,上海
运维工程师,9000.0,2,大专,4,北京
自动化测试工程师,10000.0,5,本科,5,沈阳
AI产品线-数据挖掘高级工程师,20000.0,3,本科,3,北京
管培生（数据分析方向）,10000.0,0,本科,8,深圳
WEB软件工程师,7750.0,2,本科,9,上海
高级大数据工程师,25000.0,3,本科,7,广州
游戏运维工程师,7500.0,1,大专,4,上海
测试经理,17500.0,5,本科,11,广州
Sr. BI Manager(QV or SSIS),22500.0,0,本科,1,上海
自动化测试工程师（python sql）,10500.0,3,本科,8,广州
诚聘计算机、软件专业应届毕业生,3750.0,0,大专,7,北京
Senior Release Engineer,18500.0,5,本科,1,上海
配置管理,9000.0,3,大专,9,广州
软件测试工程师（Python ORACLE）,10000.0,3,本科,8,广州
JAVA开发高级工程师（广州）,12500.0,5,本科,4,广州
C++开发人员（服务器方向）,25000.0,1,本科,9,上海
开发经理/technical leader,22500.0,0,本科,1,北京
数据测试（sql python ）,10500.0,3,本科,8,广州
数据挖掘工程师（文本方向）,15000.0,3,本科,9,广州
data engineer,25000.0,5,本科,2,北京
软件测试主管,20833.0,3,本科,7,上海
测试（robotframework+python+sql+双休）,9000.0,2,本科,3,广州
PHP开发工程师,7500.0,2,大专,1,成都
软件工程师,20833.0,2,本科,8,上海
data analytics manager,60000.0,5,硕士,1,北京
大数据开发工程师（sql+python+双休+6险1金）,14000.0,2,本科,3,广州
游戏服务端开发,9000.0,2,大专,12,广州
测试工程师,7000.0,2,大专,7,广州
技术管培生（助理工程师）,3750.0,0,本科,2,成都
自动化系统运维（Linux+zabbix+python+tomcat）,10500.0,2,本科,4,广州
Web前端开发工程师,12500.0,3,本科,5,上海
风险策略经理,17500.0,5,本科,12,成都
网站维护专员,6000.0,1,大专,5,广州
自动化测试（非常紧急+周末双休+Python+6险1金）,10500.0,3,本科,9,广州
大数据开发工程师,20000.0,0,本科,4,深圳
IT Big Data Senior Analyst,18000.0,3,本科,1,上海
高级网络工程师（高薪诚聘急招）,9000.0,5,本科,4,成都
Python运维开发工程师,20000.0,0,本科,4,深圳
IT运维/技术支持工程师,7500.0,2,本科,8,上海
Java开发工程师,15000.0,2,本科,4,成都
人工智能高级研发工程师（成都）,12500.0,3,本科,11,成都
Computer Vision AE,22500.0,0,本科,2,上海
Product Owner,12000.0,0,本科,1,成都
数据开发工程师,16000.0,1,本科,10,广州
Python 运维,20000.0,0,本科,4,深圳
EDA工程师,29166.0,5,本科,3,上海
IT Application Senior Developer,17000.0,3,本科,2,天津
机器人 控制系统 高级软件工程师 （C++）,27500.0,5,本科,7,上海
python运维,22500.0,0,本科,3,深圳
Java高级开发工程师,22500.0,5,本科,3,广州
软件测试开发工程师 (项目）,12500.0,2,本科,13,北京
生信科学家,17500.0,3,本科,5,上海
自动化运维（Linux+oracle+python+zabbix+双休）,10000.0,2,本科,4,广州
软件测试工程师,6250.0,3,大专,6,成都
软件测试开发工程师,12500.0,2,本科,14,北京
软件测试工程师,5000.0,1,大专,10,成都
高级Python后台（双休+6险1金+Linux+Shell+运维开发）,14500.0,3,大专,4,广州
配置管理工程师,17000.0,2,本科,6,上海
软件测试工程师 （标注工具）,12500.0,2,本科,8,北京
高级运维开发工程师,20000.0,3,本科,4,上海
python运维开发工程师,20000.0,3,本科,6,上海
高级前端开发工程师,9000.0,0,本科,5,成都
运维系统后端开发工程师,12500.0,2,本科,10,北京
高级后端工程师（搜索/推荐/数据挖掘方向）,22500.0,5,大专,9,上海
资深Python工程师,30000.0,5,大专,4,上海
Senior Programmer,25000.0,5,本科,1,上海
IT Senior Tester,20416.0,3,本科,1,上海
算法工程师,10416.0,0,本科,10,上海
Python开发工程师,9500.0,2,本科,8,上海
前端开发工程师（K12教育）,15000.0,1,本科,6,北京
soc设计工程师,35000.0,5,硕士,2,上海
Python开发工程师,11500.0,3,大专,5,北京
数据分析师,22500.0,3,大专,11,上海
数字IC主管,21000.0,3,本科,3,深圳
图像算法工程师,17500.0,3,硕士,12,深圳
python服务端开发（游戏行业）,27500.0,3,本科,8,北京
高级研发工程师,12500.0,3,本科,6,北京
运维兼网管,5500.0,2,大专,5,广州
自动化测试工程师,10499.0,3,本科,5,深圳
数据开发工程师 （Hadoop数据仓、实时计算方向）,25000.0,5,本科,6,上海
服务端python开发（游戏行业）,17500.0,3,本科,8,北京
中级测试工程师,11500.0,2,本科,6,上海
中级测试工程师,10500.0,3,大专,9,广州
科技管理部性能测试岗,16500.0,3,本科,6,北京
Python开发工程师,17500.0,3,本科,4,北京
后端开发工程师,10500.0,3,本科,7,广州
科技管理部测试开发岗,16500.0,3,本科,8,北京
算法工程师,11500.0,2,大专,8,广州
软件测试,12500.0,0,本科,5,成都
嵌入式/Linux工程师,12500.0,0,本科,5,成都
助理售后备件专员(职位编号：vivo003224),8500.0,2,本科,10,东莞
后端开发,27500.0,3,本科,6,上海
Cocos2d-x开发工程师（主程）,22500.0,3,大专,3,上海
AI架构工程师（运维保障方向）(职位编号：vivo003123),27500.0,3,本科,11,北京
Python开发工程师,9000.0,1,本科,6,深圳
高级LIMS软件开发经理,22500.0,5,本科,2,深圳
软件工程师（AI程序组）,8000.0,2,大专,9,广州
资深经营分析师-深圳(职位编号：vivo002842),40000.0,5,本科,9,深圳
算法工程师(J10292),35000.0,0,本科,6,上海
python助教讲师,12500.0,3,本科,2,上海
Django讲师,30000.0,5,本科,3,深圳
IT Application Senior Developer,19000.0,3,本科,2,上海
Python 讲师,22500.0,5,本科,2,上海
运营数据分析师-深圳(职位编号：vivo002841),40000.0,5,本科,9,深圳
Python高级开发工程师（数据处理）,20000.0,3,本科,9,上海
深度学习算法工程师,12500.0,0,本科,9,北京
数据分析经理（南京）(职位编号：vivo002829),37500.0,5,本科,10,杭州
IT Test automation Senior Engineer,18000.0,5,本科,4,上海
数据分析师,12500.0,5,本科,10,深圳
数据工程师（数据仓库方向）,37500.0,5,本科,2,上海
Python开发工程师,17500.0,2,本科,5,上海
大数据开发工程师,14000.0,2,本科,7,广州
数据分析经理（杭州）(职位编号：vivo002822),37500.0,5,本科,10,杭州
大数据分析与应用部大数据挖掘岗,16500.0,0,本科,6,北京
Python开发工程师,15000.0,2,本科,4,上海
运维工程师,6000.0,1,大专,6,广州
高级运维开发工程师,35000.0,3,本科,10,北京
Python开发工程师,17500.0,2,大专,4,上海
编程课程教研经理,20000.0,3,本科,9,上海
网络工程师,17500.0,3,本科,10,深圳
图像算法工程师,25000.0,2,硕士,7,深圳
Python开发工程师(双休）,10000.0,1,本科,7,广州
生物信息工程师,20000.0,0,本科,11,上海
自动化平台高级研发工程师(职位编号：vivo002696),35000.0,0,本科,7,深圳
Python开发工程师,12500.0,0,本科,12,成都
人工智能算法工程师,17500.0,1,本科,9,成都
信息安全工程师(职位编号：vivo001160),22500.0,5,本科,7,深圳
Python开发工程师,12500.0,0,本科,7,深圳
推荐算法工程师,15000.0,3,本科,6,深圳
算法工程师实习生--图像识别(J10176),5250.0,0,本科,5,上海
自然语言算法工程师(职位编号：vivo002652),45000.0,5,本科,3,杭州
高级python/c工程师(职位编号：JS003),17500.0,3,本科,1,广州
PHP开发工程师,12500.0,0,本科,5,广州
JAVA开发工程师-智能平台(职位编号：010568),22500.0,1,本科,5,北京
Python人工智能实习生,9000.0,0,本科,3,北京
ERP开发工程师,21500.0,5,大专,9,上海
爬虫工程师,14000.0,1,本科,6,上海
人工智能自然语言处理（NLP）算法工程师/专家(职位编号：vivo002644),35000.0,5,本科,3,杭州
PYTHON 数据算法架构师,22500.0,2,本科,4,上海
数据开发工程师,25000.0,2,本科,9,上海
人工智能软件工程师,14000.0,1,本科,4,上海
自然语言处理（NLP）算法工程师/专家(职位编号：vivo002644),35000.0,5,本科,3,杭州
CAE二次开发工程师,10416.0,2,本科,2,海宁
Python开发工程师（大数据方向）,10000.0,2,本科,6,成都
算法工程师-社交产品中心(职位编号：010537),30000.0,2,本科,5,北京
数据仓库工程师(职位编号：vivo002590),35000.0,3,本科,10,深圳
PHP高级开发工程师,17500.0,0,本科,5,北京
( [ python开发工程师 ] ),6000.0,0,大专,1,深圳
研发类――软件工程师岗（后端应用开发）,12000.0,0,本科,9,北京
推荐算法工程师（北京）(职位编号：vivo002568),37500.0,0,本科,9,北京
软件测试工程师,15000.0,3,本科,9,上海
python开发工程师（前景好，双休）,6250.0,0,大专,1,深圳
前端开发工程师-北京研发中心(职位编号：010464),17500.0,1,本科,6,北京
数据分析经理(职位编号：vivo000967),35000.0,3,本科,11,深圳
客户分析专员/高级专员(职位编号：001164),9000.0,0,本科,6,上海
移动自动化测试工程师-产品技术中心(职位编号：010454),12500.0,0,本科,6,北京
数据挖掘工程师(职位编号：vivo001895),35000.0,3,本科,5,北京
云计算运维工程师,6500.0,1,大专,2,广州
运维开发工程师-智能媒体研发中心(职位编号：010390),22500.0,2,本科,6,北京
深度学习算法工程师（移动端）(职位编号：vivo002797),35000.0,5,本科,7,深圳
高级产品开发工程师（java/python）,22500.0,5,本科,4,广州
推荐算法工程师-产品技术中心(职位编号：010315),22500.0,0,本科,10,北京
视觉SLAM算法工程师,25000.0,2,本科,8,深圳
数据仓库工程师(职位编号：vivo001897),35000.0,0,本科,9,深圳
产品开发工程师（java/python）,14000.0,3,本科,4,广州
资深SoC芯片设计工程师,35000.0,0,本科,2,上海
高级运维工程师,20833.0,5,本科,3,广州
软件配置管理工程师（平台构建）(职位编号：vivo002742),27500.0,0,本科,7,深圳
python工程师（爬虫方向）,13000.0,3,本科,6,广州
云计算工程师-网络运营部(职位编号：sohu010017),22500.0,2,本科,7,北京
测试工程师,12500.0,3,本科,13,广州
Python开发工程师,10500.0,0,本科,10,上海
机器学习系统工程师(职位编号：vivo002538),35000.0,0,本科,10,深圳
测试工程师-社交产品中心(职位编号：sohu010016),20000.0,2,本科,3,北京
高级测试工程师,18000.0,3,本科,10,上海
自动化测试（Python）,12500.0,0,本科,1,上海
算法平台工程师-智能平台(职位编号：sohu010009),45000.0,3,本科,9,北京
智能算法工程师,9000.0,0,硕士,5,成都
Python开发工程师 - 运营中心(职位编号：J190061),27500.0,0,本科,6,广州
人工智能工程师-数据开发(职位编号：vivo002499),22500.0,2,本科,11,北京
python服务端开发工程师-技术中心050(职位编号：J184224),17500.0,0,本科,6,广州
NLP算法工程师-搜狐资讯客户端(职位编号：sohu009987),32500.0,2,本科,5,北京
Java后台开发工程师,12500.0,3,本科,1,深圳
自动化测试技术员（东莞）,5250.0,0,本科,4,东莞
Python游戏服务端开发工程师 - 天下事业部600(职位编号：J190106),17500.0,2,本科,7,广州
前端开发leader-大数据中心(职位编号：sohu009967),35000.0,5,本科,6,北京
数据科学家（航空数据分析建模）,35000.0,3,硕士,8,深圳
数据分析产品经理(职位编号：vivo002851),27500.0,0,本科,11,深圳
大数据开发工程师-搜狐资讯客户端(职位编号：sohu009964),25000.0,3,本科,5,北京
深度学习算法工程师,22500.0,3,硕士,7,广州
音频算法工程师（语音增强&语音唤醒）(职位编号：vivo002850),35000.0,0,本科,6,深圳
搜索技术主管（技术负责人）-产品技术中心(职位编号：sohu009941),37500.0,5,本科,7,北京
MySQL高级DBA,21500.0,5,本科,4,深圳
人工智能算法实习生,5250.0,0,本科,10,北京
网站网络安全高级工程师-网络运营部(职位编号：sohu009908),25000.0,0,本科,5,北京
测试经理,17500.0,1,本科,10,北京
区块链量化Python工程师,12500.0,3,本科,7,上海
数字营销专员,12000.0,1,本科,9,佛山
数据分析师-产品技术中心(职位编号：sohu009904),15000.0,0,本科,11,北京
在线辅导/海外***在线tutor,,0,本科,5,北京
11215N-Python开发工程师(职位编号：11215N),29166.0,5,本科,2,北京
数据分析师（资深）,17500.0,3,本科,5,广州
Java软件开发工程师,10500.0,2,本科,2,上海
22989-腾讯云市场产品PHP/Python/go开发工程师(职位编号：49018),12000.0,3,本科,5,深圳
高级开发工程师（大数据平台） (MJ001573),37500.0,3,本科,11,广州
.NET高级开发工程师,1750.0,5,本科,3,北京
数据分析师-社交产品中心(职位编号：sohu009881),20000.0,0,本科,10,北京
python软件开发工程师,12500.0,3,本科,1,上海
移动测试开发-搜狐资讯客户端(职位编号：sohu009841),17500.0,2,本科,10,北京
测试工程师,8500.0,3,本科,7,广州
高级开发工程师 （内容抓取） (MJ001572),37500.0,3,本科,6,广东省
Python开发工程师,12500.0,3,大专,8,上海
高级大数据开发-搜狐资讯客户端(职位编号：sohu009818),25000.0,3,本科,7,北京
大数据总监,32500.0,5,本科,10,北京
推荐算法工程师 (MJ001620),37500.0,3,硕士,10,广州
Python开发（双休 项目好）,17500.0,3,大专,8,上海
PG数据库工程师,8750.0,2,本科,4,北京
数据分析师（反作弊）-搜狐资讯客户端(职位编号：sohu009798),20000.0,2,本科,13,北京
python 分析工程师,12500.0,3,本科,8,上海
ETL开发工程师（大数据方向）,11500.0,0,本科,3,上海
搜狐媒体-搜狐资讯客户端-高级PHP开发(职位编号：sohu009715),27500.0,3,本科,4,北京
python数据分析,12500.0,3,本科,2,上海
推荐系统算法工程师,12500.0,0,本科,9,北京
linux研发工程师,12500.0,3,本科,7,上海
大数据开发工程师 (MJ001626),30000.0,3,本科,11,广州
Python开发工程师,17500.0,3,本科,6,上海
搜狐媒体-搜狐资讯客户端-大数据开发（反作弊）(职位编号：sohu009629),32500.0,0,本科,7,北京
游戏服务端开发工程师,12000.0,0,本科,5,广州
推荐算法工程师 (MJ001608),30000.0,3,本科,12,广州
Python开发工程师,17500.0,3,本科,1,上海
视频-产品技术中心-搜索算法工程师(NLP）(职位编号：sohu009523),22500.0,0,本科,7,北京
软件经理,40000.0,5,本科,4,深圳
高级推荐算法工程师 (MJ001675),32500.0,3,本科,11,广州
python爬虫工程师,12500.0,3,本科,3,上海
自动化测试工程师（中级）-yjn,13500.0,3,本科,11,深圳
嵌入式软件测试工程师,6500.0,0,本科,11,广州
深度学习语音算法工程师 (MJ001670),40000.0,0,本科,3,广州
python实习生（线上讲师）,5250.0,0,本科,3,成都
中高级测试工程师,15500.0,5,大专,11,深圳
C++/GO语言开发工程师,12500.0,2,本科,6,广州
风险建模专家 (MJ001720),30000.0,3,本科,7,上海
Python讲师 实习,4500.0,0,大专,4,成都
高级算法工程师 - 感知,37500.0,1,本科,9,广州
软件项目实施经理,12500.0,5,本科,9,北京
风险数据分析师 (MJ001721),22500.0,3,本科,11,上海
Python课程运营实习生,3500.0,0,大专,10,深圳
高级算法工程师-高精地图和定位,37500.0,0,本科,10,广州
网站运维专员,8500.0,0,本科,8,深圳
数据策略工程师 (MJ001811),30000.0,3,本科,7,广州
Python课程研发,12000.0,1,本科,7,深圳
AI软件开发工程师,22500.0,5,本科,4,深圳
资深软件测试工程师,32500.0,1,本科,9,北京
音频信号处理算法工程师,16666.0,3,本科,10,上海
高级Python开发工程师 - -抖音上海(职位编号：24514),37500.0,3,本科,3,上海
AI算法工程师,27500.0,5,本科,8,深圳
大数据开发工程师,12000.0,2,本科,10,成都
决策系统研发总工-ADAS,60000.0,8,本科,10,上海
资深Python研发工程师 - 产品变现(职位编号：22706),32500.0,3,本科,3,上海
PHP高级开发工程师,18000.0,0,本科,9,广州
资深开发工程师,20000.0,3,本科,1,上海
算法实习生,3750.0,0,硕士,9,广州
Python开发工程师 - 变现业务(职位编号：21620),32500.0,2,本科,8,北京
Web前端开发工程师,12500.0,3,大专,4,深圳
数据分析师,12500.0,1,本科,5,上海
量化交易回测引擎研发经理,17500.0,3,本科,7,上海
Python Dev.,13000.0,0,本科,1,上海
OCR算法工程师,12500.0,2,本科,3,上海
EDA产品验证工程师,12000.0,0,硕士,4,北京
高级运维开发工程师,25999.0,3,本科,5,上海
Python Developer,15000.0,0,本科,1,北京
大数据解决方案工程师,22500.0,5,本科,7,深圳
渗透测试工程师,15000.0,0,本科,11,上海
Python开发工程师,14000.0,3,本科,11,上海
MR 临床产品专家,12500.0,0,本科,13,北京
C++开发工程师,20000.0,3,本科,12,上海
实习+Python开发工程师,5250.0,0,大专,7,成都
网络安全工程师,12500.0,2,本科,6,上海
双休+Python开发工程师,3750.0,0,大专,7,成都
运维开发工程师,12000.0,1,本科,5,上海
MR 临床产品专家,12500.0,0,本科,13,上海
软件算法工程师（2019应届生，211、985）,8000.0,1,本科,8,深圳
Python开发高级工程师,25000.0,3,本科,10,上海
高级软件测试工程师,18500.0,3,本科,9,上海
MR临床产品专家U18-049,12000.0,0,本科,13,北京
图像算法工程师,9000.0,1,大专,5,深圳
Python开发工程师,6000.0,0,大专,4,成都
软件测试工程师,13000.0,2,本科,9,上海
python开发工程师（中级）,10000.0,3,大专,3,广州
高级数据专员(瓜子总部北京）c,7000.0,0,大专,10,北京
运维工程师,11000.0,3,本科,3,广州
python开发工程师（初级）,7000.0,0,大专,4,广州
数据分析专员H,7000.0,0,本科,10,北京
Java高级开发工程师,16500.0,3,大专,4,广州
瓜子二手车高级数据专员,7000.0,0,大专,10,北京
JAVA架构师,22500.0,5,本科,3,广州
测试实习生,4500.0,0,本科,8,广州
软件测试工程师(测试python优先),9500.0,3,大专,6,深圳
专案工程师,5250.0,2,本科,7,成都
资深hadoop工程师,22500.0,5,本科,8,成都
运维主管,20000.0,5,本科,4,广州
Python软件开发工程师,11500.0,1,本科,7,上海
技术经理,25000.0,5,本科,4,上海
测试开发工程师,14000.0,0,本科,9,上海
渗透测试工程师,8500.0,0,本科,8,广州
高级测试工程师,17500.0,5,本科,5,深圳
unity3d/U3D引擎开发工程师（渲染优化）,25000.0,0,本科,15,上海
高级测试经理-文学(职位编号：zenmen001651),35000.0,5,本科,12,上海
JS或Python软件工程师,32500.0,5,本科,9,上海
高级数据工程师,20000.0,3,本科,9,上海
